Parsing sentences from training set
Initial loss (7809426.9624207867, 4.7257675880596056e-13) theoretical step size 5.60717030489e-09
Iter #: 330 loss (5574053.0371319326, 0.40068681559284752)
Iter #: 340 loss (5553518.1943156216, 0.40254404161930218)
Iter #: 350 loss (5533920.5791519647, 0.40426649415511118)
Iter #: 360 loss (5515179.5153165124, 0.40587053406963591)
Iter #: 370 loss (5497225.3908483116, 0.40737031398523116)
Iter #: 380 loss (5479997.5508869626, 0.40877808015009465)
Iter #: 390 loss (5463442.6576766977, 0.41010444682838981)
Iter #: 400 loss (5447513.4302152386, 0.41135863731351507)
Iter #: 410 loss (5432167.6739121629, 0.41254869066596439)
Iter #: 420 loss (5417367.5259536076, 0.41368163640631)
Iter #: 430 loss (5403078.8598583406, 0.4147636409195814)
Iter #: 440 loss (5389270.8077788251, 0.41580012975370967)
Iter #: 450 loss (5375915.3704533987, 0.41679588981117338)
Iter #: 460 loss (5362987.092848097, 0.41775515497090349)
Iter #: 470 loss (5350462.7892617956, 0.41868167812512264)
Iter #: 480 loss (5338321.3057571789, 0.41957879209480886)
Iter #: 490 loss (5326543.3107890924, 0.42044946142051309)
Iter #: 500 loss (5315111.1072198292, 0.42129632664279615)
Iter #: 510 loss (5304008.4607893713, 0.42212174236935768)
Iter #: 520 loss (5293220.4416872896, 0.42292781017539177)
Iter #: 530 loss (5282733.277216997, 0.42371640717966197)
Iter #: 540 loss (5272534.2146641621, 0.4244892109793556)
Iter #: 550 loss (5262611.3943609977, 0.42524772150307288)
Iter #: 560 loss (5252953.7335466854, 0.42599328023165539)
Iter #: 570 loss (5243550.8219427485, 0.42672708716574076)
Iter #: 580 loss (5234392.8299908079, 0.42745021584880549)
Iter #: 590 loss (5225470.4304689039, 0.4281636267051333)
Iter #: 600 loss (5216774.7337726187, 0.42886817890996054)
Iter #: 610 loss (5208297.2365957676, 0.4295646409783232)
Iter #: 620 loss (5200029.7831652081, 0.4302537002266949)
Iter #: 630 loss (5191964.5376561936, 0.43093597124414729)
Iter #: 640 loss (5184093.966007404, 0.43161200348613687)
Iter #: 650 loss (5176410.8251070259, 0.43228228809032471)
Iter #: 660 loss (5168908.1572484588, 0.43294726399851663)
Iter #: 670 loss (5161579.2878415445, 0.43360732345932834)
Iter #: 680 loss (5154417.8245856287, 0.43426281697377378)
Iter #: 690 loss (5147417.6566215167, 0.43491405773825842)
Iter #: 700 loss (5140572.9525386142, 0.43556132563474664)
Iter #: 710 loss (5133878.1564823436, 0.43620487080991571)
Iter #: 720 loss (5127327.9819534533, 0.43684491688068405)
Iter #: 730 loss (5120917.4031926822, 0.43748166380058051)
Iter #: 740 loss (5114641.6442888053, 0.43811529042014574)
Iter #: 750 loss (5108496.1663300106, 0.4387459567675755)
Iter #: 760 loss (5102476.6530384468, 0.43937380607805032)
Iter #: 770 loss (5096578.9953924902, 0.43999896659667032)
Iter #: 780 loss (5090799.2757571172, 0.4406215531802703)
Iter #: 790 loss (5085133.7520212606, 0.4412416687177797)
Iter #: 800 loss (5079578.842190831, 0.4418594053907311)
Iter #: 810 loss (5074131.1098162867, 0.44247484579427399)
Iter #: 820 loss (5068787.2505540624, 0.44308806393347494)
Iter #: 830 loss (5063544.0800765101, 0.44369912611188672)
Iter #: 840 loss (5058398.523462913, 0.44430809172621183)
Iter #: 850 loss (5053347.6061270302, 0.44491501397652028)
Iter #: 860 loss (5048388.4462683257, 0.44551994050426008)
Iter #: 870 loss (5043518.2487763148, 0.44612291396542719)
Iter #: 880 loss (5038734.3004704798, 0.44672397254444357)
Iter #: 890 loss (5034033.9665239546, 0.44732315041711829)
Iter #: 900 loss (5029414.6878954163, 0.4479204781649504)
Iter #: 910 loss (5024873.9795823805, 0.44851598314459895)
Iter #: 920 loss (5020409.4295066344, 0.4491096898174709)
Iter #: 930 loss (5016018.697849948, 0.44970162004153924)
Iter #: 940 loss (5011699.5166729121, 0.45029179332666741)
Iter #: 950 loss (5007449.6896691825, 0.45088022705914005)
Iter #: 960 loss (5003267.0919319438, 0.45146693669539811)
Iter #: 970 loss (4999149.6696344465, 0.45205193592928145)
Iter #: 980 loss (4995095.4395525409, 0.4526352368341735)
Iter #: 990 loss (4991102.4883817136, 0.45321684998536582)
Iter #: 1000 loss (4987168.9718226139, 0.45379678456286859)
Iter #: 1010 loss (4983293.1134287762, 0.45437504843809495)
Iter #: 1020 loss (4979473.2032243451, 0.45495164825008022)
Iter #: 1030 loss (4975707.5961119393, 0.45552658946817465)
Iter #: 1040 loss (4971994.7100981018, 0.45609987644938177)
Iter #: 1050 loss (4968333.0243685674, 0.45667151248925231)
Iter #: 1060 loss (4964721.077247872, 0.45724149986851431)
Iter #: 1070 loss (4961157.4640769055, 0.45780983989826846)
Iter #: 1080 loss (4957640.8350409688, 0.45837653296298575)
Iter #: 1090 loss (4954169.8929773327, 0.4589415785649289)
Iter #: 1100 loss (4950743.3911881102, 0.45950497536866391)
Iter #: 1110 loss (4947360.1312797833, 0.46006672124656445)
Iter #: 1120 loss (4944018.961047478, 0.46062681332563798)
Iter #: 1130 loss (4940718.7724174578, 0.46118524803730693)
Iter #: 1140 loss (4937458.4994585747, 0.46174202116576785)
Iter #: 1150 loss (4934237.1164697977, 0.46229712790060951)
Iter #: 1160 loss (4931053.6361485887, 0.46285056288803617)
Iter #: 1170 loss (4927907.1078425255, 0.46340232028391204)
Iter #: 1180 loss (4924796.6158848237, 0.46395239380550862)
Iter #: 1190 loss (4921721.2780129751, 0.46450077678467588)
Iter #: 1200 loss (4918680.2438688157, 0.46504746221924637)
Iter #: 1210 loss (4915672.6935770204, 0.46559244282276235)
Iter #: 1220 loss (4912697.8363991948, 0.46613571107504315)
Iter #: 1230 loss (4909754.9094597856, 0.46667725926842291)
Iter #: 1240 loss (4906843.1765400823, 0.46721707955369968)
Iter #: 1250 loss (4903961.9269366525, 0.46775516398352796)
Iter #: 1260 loss (4901110.47438017, 0.46829150455268514)
Iter #: 1270 loss (4898288.1560110915, 0.46882609323816132)
Iter #: 1280 loss (4895494.3314086413, 0.46935892203363666)
Iter #: 1290 loss (4892728.3816696592, 0.46988998298354684)
Iter #: 1300 loss (4889989.7085340144, 0.47041926821441904)
Iter #: 1310 loss (4887277.733553851, 0.47094676996237245)
Iter #: 1320 loss (4884591.8973036623, 0.4714724805993909)
Iter #: 1330 loss (4881931.6586286314, 0.47199639265688603)
Iter #: 1340 loss (4879296.4939289577, 0.47251849884652963)
Iter #: 1350 loss (4876685.8964778613, 0.47303879207886768)
Iter #: 1360 loss (4874099.3757711584, 0.47355726548029403)
Iter #: 1370 loss (4871536.4569067126, 0.4740739124065072)
Iter #: 1380 loss (4868996.6799917268, 0.47458872645753203)
Iter #: 1390 loss (4866479.5995766604, 0.47510170148493863)
Iter #: 1400 loss (4863984.7841138216, 0.47561283160436518)
Iter #: 1410 loss (4861511.8154396228, 0.4761221112008619)
Iter #: 1420 loss (4859060.2882789737, 0.47662953493556387)
Iter #: 1430 loss (4856629.8097707741, 0.4771350977503947)
Iter #: 1440 loss (4854219.99901326, 0.47763879487132682)
Iter #: 1450 loss (4851830.4866282316, 0.47814062181094485)
Iter #: 1460 loss (4849460.9143430991, 0.47864057436938579)
Iter #: 1470 loss (4847110.934590009, 0.47913864863427635)
Iter #: 1480 loss (4844780.2101208866, 0.47963484098139636)
Iter #: 1490 loss (4842468.4136377899, 0.48012914807166418)
Iter #: 1500 loss (4840175.2274378017, 0.48062156685023399)
Iter #: 1510 loss (4837900.3430715436, 0.48111209454343745)
Iter #: 1520 loss (4835643.4610147607, 0.48160072865572029)
Iter #: 1530 loss (4833404.2903523231, 0.48208746696521987)
Iter #: 1540 loss (4831182.5484738555, 0.48257230752068986)
Iter #: 1550 loss (4828977.9607806895, 0.48305524863652299)
Iter #: 1560 loss (4826790.2604031321, 0.4835362888871485)
Iter #: 1570 loss (4824619.1879279781, 0.48401542710298368)
Iter #: 1580 loss (4822464.4911354929, 0.48449266236431382)
Iter #: 1590 loss (4820325.9247453762, 0.48496799399659396)
Iter #: 1600 loss (4818203.2501713783, 0.48544142156293674)
Iter #: 1610 loss (4816096.2352840779, 0.48591294486081726)
Iter #: 1620 loss (4814004.6541814189, 0.48638256391385687)
Iter #: 1630 loss (4811928.286966675, 0.48685027896704675)
Iter #: 1640 loss (4809866.9195333468, 0.48731609048073604)
Iter #: 1650 loss (4807820.3433570126, 0.48777999912372022)
Iter #: 1660 loss (4805788.3552933931, 0.48824200576864824)
Iter #: 1670 loss (4803770.7573826574, 0.48870211148376996)
Iter #: 1680 loss (4801767.3566597877, 0.48916031753026251)
Iter #: 1690 loss (4799777.9649703568, 0.48961662535277106)
Iter #: 1700 loss (4797802.3987921365, 0.49007103657706602)
Iter #: 1710 loss (4795840.47906172, 0.4905235530010254)
Iter #: 1720 loss (4793892.0310065579, 0.49097417659228776)
Iter #: 1730 loss (4791956.8839819189, 0.49142290948012962)
Iter #: 1740 loss (4790034.8713127282, 0.49186975395204291)
Iter #: 1750 loss (4788125.8301403169, 0.49231471244760255)
Iter #: 1760 loss (4786229.6012739064, 0.49275778755334537)
Iter #: 1770 loss (4784346.0290466771, 0.49319898199898166)
Iter #: 1780 loss (4782474.9611765426, 0.4936382986508388)
Iter #: 1790 loss (4780616.2486315267, 0.49407574050926473)
Iter #: 1800 loss (4778769.745499556, 0.49451131070325949)
Iter #: 1810 loss (4776935.3088629832, 0.49494501248547823)
Iter #: 1820 loss (4775112.7986774398, 0.49537684922997438)
Iter #: 1830 loss (4773302.0776553191, 0.49580682442723317)
Iter #: 1840 loss (4771503.0111536887, 0.49623494167951604)
Iter #: 1850 loss (4769715.4670667304, 0.49666120469933478)
Iter #: 1860 loss (4767939.3157226685, 0.49708561730417117)
Iter #: 1870 loss (4766174.4297851427, 0.4975081834144226)
Iter #: 1880 loss (4764420.6841590507, 0.49792890704924275)
Iter #: 1890 loss (4762677.9559009448, 0.4983477923250304)
Iter #: 1900 loss (4760946.1241336064, 0.49876484345053085)
Iter #: 1910 loss (4759225.0699653113, 0.49918006472536319)
Iter #: 1920 loss (4757514.6764132027, 0.49959346053810144)
Iter #: 1930 loss (4755814.8283310831, 0.5000050353625245)
Iter #: 1940 loss (4754125.4123414317, 0.50041479375533182)
Iter #: 1950 loss (4752446.3167715166, 0.50082274035440488)
Iter #: 1960 loss (4750777.4315936547, 0.50122887987689391)
Iter #: 1970 loss (4749118.6483694455, 0.50163321711652964)
Iter #: 1980 loss (4747469.8601978403, 0.50203575694170843)
Iter #: 1990 loss (4745830.9616669947, 0.50243650429441777)
Iter #: 2000 loss (4744201.8488097219, 0.50283546418703817)
Iter #: 2010 loss (4742582.4190625353, 0.50323264170197102)
Iter #: 2020 loss (4740972.5712278681, 0.5036280419889555)
Iter #: 2030 loss (4739372.2054395964, 0.50402167026451594)
Iter #: 2040 loss (4737781.2231315728, 0.50441353180888371)
Iter #: 2050 loss (4736199.5270089693, 0.50480363196584976)
Iter #: 2060 loss (4734627.0210223356, 0.50519197614039835)
Iter #: 2070 loss (4733063.6103441184, 0.50557856979809845)
Iter #: 2080 loss (4731509.2013475699, 0.50596341846178805)
Iter #: 2090 loss (4729963.7015877375, 0.50634652771316591)
Iter #: 2100 loss (4728427.0197843937, 0.5067279031887264)
Iter #: 2110 loss (4726899.065806848, 0.50710755057905776)
Iter #: 2120 loss (4725379.7506601894, 0.50748547562830959)
Iter #: 2130 loss (4723868.9864732036, 0.50786168413178367)
Iter #: 2140 loss (4722366.6864872659, 0.5082361819359289)
Iter #: 2150 loss (4720872.7650465658, 0.50860897493355184)
Iter #: 2160 loss (4719387.1375891482, 0.508980069067829)
Iter #: 2170 loss (4717909.7206388069, 0.50934947032621036)
Iter #: 2180 loss (4716440.4317976031, 0.50971718474118122)
Iter #: 2190 loss (4714979.1897388967, 0.51008321838811466)
Iter #: 2200 loss (4713525.9142008489, 0.51044757738458302)
Iter #: 2210 loss (4712080.5259800944, 0.51081026788887074)
Iter #: 2220 loss (4710642.9469257342, 0.51117129609682643)
Iter #: 2230 loss (4709213.0999333207, 0.51153066824288773)
Iter #: 2240 loss (4707790.9089388521, 0.51188839059787106)
Iter #: 2250 loss (4706376.2989127384, 0.51224446946599156)
Iter #: 2260 loss (4704969.1958536403, 0.51259891118517786)
Iter #: 2270 loss (4703569.5267820284, 0.51295172212532858)
Iter #: 2280 loss (4702177.2197335865, 0.51330290868558026)
Iter #: 2290 loss (4700792.2037522877, 0.51365247729483232)
Iter #: 2300 loss (4699414.408883174, 0.51400043440841692)
Iter #: 2310 loss (4698043.7661647769, 0.51434678650788168)
Iter #: 2320 loss (4696680.2076211534, 0.51469154009845786)
Iter #: 2330 loss (4695323.6662536031, 0.51503470170858501)
Iter #: 2340 loss (4693974.0760319764, 0.51537627788774409)
Iter #: 2350 loss (4692631.3718855539, 0.51571627520590435)
Iter #: 2360 loss (4691295.48969365, 0.51605470025039768)
Iter #: 2370 loss (4689966.3662756849, 0.51639155962613004)
Iter #: 2380 loss (4688643.939381076, 0.51672685995344037)
Iter #: 2390 loss (4687328.1476786425, 0.51706060786640184)
Iter #: 2400 loss (4686018.9307457265, 0.51739281001240711)
Iter #: 2410 loss (4684716.229056946, 0.51772347304952171)
Iter #: 2420 loss (4683419.9839728186, 0.51805260364606864)
Iter #: 2430 loss (4682130.1377278641, 0.51838020847887867)
Iter #: 2440 loss (4680846.6334186457, 0.51870629423197501)
Iter #: 2450 loss (4679569.4149915241, 0.51903086759525308)
Iter #: 2460 loss (4678298.4272302063, 0.51935393526375273)
Iter #: 2470 loss (4677033.6157431109, 0.51967550393558193)
Iter #: 2480 loss (4675774.9269505916, 0.5199955803105254)
Iter #: 2490 loss (4674522.3080720427, 0.52031417109045941)
Iter #: 2500 loss (4673275.7071128991, 0.52063128297625239)
Iter #: 2510 loss (4672035.0728515107, 0.52094692266794118)
Iter #: 2520 loss (4670800.3548260145, 0.52126109686258637)
Iter #: 2530 loss (4669571.5033211736, 0.5215738122544159)
Iter #: 2540 loss (4668348.469355138, 0.52188507553262542)
Iter #: 2550 loss (4667131.2046662951, 0.52219489338039948)
Iter #: 2560 loss (4665919.6617000531, 0.52250327247590156)
Iter #: 2570 loss (4664713.7935958039, 0.52281021948782891)
Iter #: 2580 loss (4663513.554173775, 0.52311574107774095)
Iter #: 2590 loss (4662318.8979221275, 0.52341984389704066)
Iter #: 2600 loss (4661129.7799840132, 0.52372253458754092)
Iter #: 2610 loss (4659946.1561448136, 0.52402381977938728)
Iter #: 2620 loss (4658767.9828195423, 0.52432370609116319)
Iter #: 2630 loss (4657595.2170402212, 0.52462220012862715)
Iter #: 2640 loss (4656427.816443596, 0.52491930848414492)
Iter #: 2650 loss (4655265.7392589003, 0.52521503773606204)
Iter #: 2660 loss (4654108.944295763, 0.52550939444762224)
Iter #: 2670 loss (4652957.3909323923, 0.52580238516692002)
Iter #: 2680 loss (4651811.0391038256, 0.52609401642568765)
Iter #: 2690 loss (4650669.8492904743, 0.52638429473880466)
Iter #: 2700 loss (4649533.7825068152, 0.52667322660432714)
Iter #: 2710 loss (4648402.8002902139, 0.52696081850170651)
Iter #: 2720 loss (4647276.8646901511, 0.52724707689274952)
Iter #: 2730 loss (4646155.9382574093, 0.52753200821965485)
Iter #: 2740 loss (4645039.9840337047, 0.52781561890541495)
Iter #: 2750 loss (4643928.9655413311, 0.52809791535386652)
Iter #: 2760 loss (4642822.8467732361, 0.52837890394773634)
Iter #: 2770 loss (4641721.5921831084, 0.52865859104948387)
Iter #: 2780 loss (4640625.1666758722, 0.52893698299981651)
Iter #: 2790 loss (4639533.5355982194, 0.52921408611880105)
Iter #: 2800 loss (4638446.6647295887, 0.52948990670495599)
Iter #: 2810 loss (4637364.5202731248, 0.5297644510334234)
Iter #: 2820 loss (4636287.0688471077, 0.53003772535831684)
Iter #: 2830 loss (4635214.2774763545, 0.53030973590954933)
Iter #: 2840 loss (4634146.1135840667, 0.53058048889527476)
Iter #: 2850 loss (4633082.5449837809, 0.53084999049995274)
Iter #: 2860 loss (4632023.5398714971, 0.53111824688440479)
Iter #: 2870 loss (4630969.0668181628, 0.53138526418586141)
Iter #: 2880 loss (4629919.0947622349, 0.53165104851762235)
Iter #: 2890 loss (4628873.5930025373, 0.53191560596859255)
Iter #: 2900 loss (4627832.5311912866, 0.53217894260425402)
Iter #: 2910 loss (4626795.8793273047, 0.53244106446428174)
Iter #: 2920 loss (4625763.6077495264, 0.53270197756465254)
Iter #: 2930 loss (4624735.6871305741, 0.53296168789658571)
Iter #: 2940 loss (4623712.0884705866, 0.53322020142552529)
Iter #: 2950 loss (4622692.7830913123, 0.53347752409323024)
Iter #: 2960 loss (4621677.7426302023, 0.53373366181510229)
Iter #: 2970 loss (4620666.9390348941, 0.53398862048196172)
Iter #: 2980 loss (4619660.3445577174, 0.53424240595914851)
Iter #: 2990 loss (4618657.9317504158, 0.53449502408653971)
Iter #: 3000 loss (4617659.67345908, 0.53474648067877251)
Iter #: 3010 loss (4616665.5428192029, 0.534996781524536)
Iter #: 3020 loss (4615675.5132508483, 0.53524593238773632)
Iter #: 3030 loss (4614689.5584540693, 0.53549393900571429)
Iter #: 3040 loss (4613707.6524043828, 0.5357408070909665)
Iter #: 3050 loss (4612729.7693484379, 0.53598654232950971)
Iter #: 3060 loss (4611755.8837998258, 0.53623115038236091)
Iter #: 3070 loss (4610785.9705349421, 0.53647463688477914)
Iter #: 3080 loss (4609820.004589092, 0.53671700744546191)
Iter #: 3090 loss (4608857.9612526083, 0.5369582676483845)
Iter #: 3100 loss (4607899.8160671713, 0.53719842305120535)
Iter #: 3110 loss (4606945.5448221499, 0.53743747918625351)
Iter #: 3120 loss (4605995.1235511731, 0.5376754415596855)
Iter #: 3130 loss (4605048.5285286522, 0.53791231565206199)
Iter #: 3140 loss (4604105.7362665078, 0.53814810691911064)
Iter #: 3150 loss (4603166.7235109434, 0.53838282078936051)
Iter #: 3160 loss (4602231.4672393175, 0.53861646266724028)
Iter #: 3170 loss (4601299.9446570985, 0.53884903793073058)
Iter #: 3180 loss (4600372.133194874, 0.53908055193243576)
Iter #: 3190 loss (4599448.0105054583, 0.53931100999962966)
Iter #: 3200 loss (4598527.5544610443, 0.53954041743420467)
Iter #: 3210 loss (4597610.7431504736, 0.53976877951240831)
Iter #: 3220 loss (4596697.5548764579, 0.53999610148503163)
Iter #: 3230 loss (4595787.9681529999, 0.54022238857794225)
Iter #: 3240 loss (4594881.9617026933, 0.54044764599166928)
Iter #: 3250 loss (4593979.5144542726, 0.54067187890134238)
Iter #: 3260 loss (4593080.6055400362, 0.54089509245760159)
Iter #: 3270 loss (4592185.2142933886, 0.54111729178539358)
Iter #: 3280 loss (4591293.320246404, 0.54133848198451562)
Iter #: 3290 loss (4590404.9031274347, 0.54155866813083964)
Iter #: 3300 loss (4589519.9428587547, 0.541777855274437)
Iter #: 3310 loss (4588638.4195542214, 0.54199604844106086)
Iter #: 3320 loss (4587760.313516954, 0.54221325263199482)
Iter #: 3330 loss (4586885.605237064, 0.54242947282350429)
Iter #: 3340 loss (4586014.2753893817, 0.54264471396725522)
Iter #: 3350 loss (4585146.3048312254, 0.54285898099065477)
Iter #: 3360 loss (4584281.6746001812, 0.54307227879721232)
Iter #: 3370 loss (4583420.3659118852, 0.54328461226518521)
Iter #: 3380 loss (4582562.36015784, 0.54349598624969298)
Iter #: 3390 loss (4581707.6389032546, 0.54370640558094263)
Iter #: 3400 loss (4580856.183884833, 0.54391587506517602)
Iter #: 3410 loss (4580007.9770086845, 0.54412439948494129)
Iter #: 3420 loss (4579163.0003481125, 0.54433198359928636)
Iter #: 3430 loss (4578321.2361415308, 0.54453863214279941)
Iter #: 3440 loss (4577482.6667903326, 0.54474434982662834)
Iter #: 3450 loss (4576647.2748567294, 0.5449491413386115)
Iter #: 3460 loss (4575815.0430617221, 0.54515301134253535)
Iter #: 3470 loss (4574985.9542829022, 0.54535596447930357)
Iter #: 3480 loss (4574159.9915524246, 0.54555800536653165)
Iter #: 3490 loss (4573337.1380549064, 0.54575913859799774)
Iter #: 3500 loss (4572517.3771253116, 0.54595936874515394)
Iter #: 3510 loss (4571700.6922469176, 0.54615870035583003)
Iter #: 3520 loss (4570887.0670492053, 0.5463571379550497)
Iter #: 3530 loss (4570076.4853058485, 0.54655468604544544)
Iter #: 3540 loss (4569268.9309326028, 0.54675134910610745)
Iter #: 3550 loss (4568464.3879852956, 0.54694713159392239)
Iter #: 3560 loss (4567662.8406577632, 0.54714203794344818)
Iter #: 3570 loss (4566864.2732798625, 0.54733607256660499)
Iter #: 3580 loss (4566068.6703154035, 0.5475292398522954)
Iter #: 3590 loss (4565276.016360159, 0.54772154416809693)
Iter #: 3600 loss (4564486.2961398596, 0.54791298985914216)
Iter #: 3610 loss (4563699.4945082385, 0.54810358124778069)
Iter #: 3620 loss (4562915.5964450017, 0.54829332263548824)
Iter #: 3630 loss (4562134.587053909, 0.5484822183012934)
Iter #: 3640 loss (4561356.4515608074, 0.54867027250190059)
Iter #: 3650 loss (4560581.1753117051, 0.54885748947363777)
Iter #: 3660 loss (4559808.7437708322, 0.54904387342972727)
Iter #: 3670 loss (4559039.1425187839, 0.54922942856303247)
Iter #: 3680 loss (4558272.3572506113, 0.54941415904450874)
Iter #: 3690 loss (4557508.3737739362, 0.54959806902309594)
Iter #: 3700 loss (4556747.1780071612, 0.54978116262835341)
Iter #: 3710 loss (4555988.7559775971, 0.54996344396677332)
Iter #: 3720 loss (4555233.0938196518, 0.55014491712480706)
Iter #: 3730 loss (4554480.1777731478, 0.55032558616799865)
Iter #: 3740 loss (4553729.994181403, 0.5505054551405294)
Iter #: 3750 loss (4552982.5294896569, 0.55068452806609691)
Iter #: 3760 loss (4552237.770243247, 0.55086280894783257)
Iter #: 3770 loss (4551495.7030859888, 0.5510403017682205)
Iter #: 3780 loss (4550756.3147585159, 0.55121701048895011)
Iter #: 3790 loss (4550019.5920966109, 0.55139293905188991)
Iter #: 3800 loss (4549285.5220296318, 0.55156809137775886)
Iter #: 3810 loss (4548554.0915789604, 0.55174247136838817)
Iter #: 3820 loss (4547825.2878563944, 0.55191608290410954)
Iter #: 3830 loss (4547099.0980627164, 0.55208892984576907)
Iter #: 3840 loss (4546375.5094861388, 0.55226101603427491)
Iter #: 3850 loss (4545654.5095008789, 0.55243234529109275)
Iter #: 3860 loss (4544936.0855657598, 0.55260292141712275)
Iter #: 3870 loss (4544220.2252227729, 0.5527727481942063)
Iter #: 3880 loss (4543506.9160957625, 0.55294182938424918)
Iter #: 3890 loss (4542796.1458890578, 0.55311016872972407)
Iter #: 3900 loss (4542087.9023862351, 0.55327776995381461)
Iter #: 3910 loss (4541382.173448801, 0.55344463676032263)
Iter #: 3920 loss (4540678.9470150061, 0.55361077283408366)
Iter #: 3930 loss (4539978.2110986058, 0.55377618184014776)
Iter #: 3940 loss (4539279.953787745, 0.5539408674246219)
Iter #: 3950 loss (4538584.1632438153, 0.55410483321524306)
Iter #: 3960 loss (4537890.8277003113, 0.55426808282033913)
Iter #: 3970 loss (4537199.935461849, 0.55443061982950115)
Iter #: 3980 loss (4536511.4749030722, 0.55459244781304184)
Iter #: 3990 loss (4535825.434467677, 0.55475357032415296)
Iter #: 4000 loss (4535141.8026674278, 0.55491399089571147)
Iter #: 4010 loss (4534460.5680812439, 0.55507371304337116)
Iter #: 4020 loss (4533781.7193543091, 0.55523274026376068)
Iter #: 4030 loss (4533105.2451971322, 0.55539107603493387)
Iter #: 4040 loss (4532431.1343847839, 0.5555487238175717)
Iter #: 4050 loss (4531759.3757560197, 0.55570568705369006)
Iter #: 4060 loss (4531089.9582125526, 0.55586196916678177)
Iter #: 4070 loss (4530422.870718265, 0.55601757356318648)
Iter #: 4080 loss (4529758.1022984721, 0.55617250363094295)
Iter #: 4090 loss (4529095.6420392878, 0.55632676274021386)
Iter #: 4100 loss (4528435.4790868796, 0.55648035424340681)
Iter #: 4110 loss (4527777.6026468584, 0.55663328147516733)
Iter #: 4120 loss (4527122.0019836798, 0.55678554775302047)
Iter #: 4130 loss (4526468.6664199885, 0.55693715637622254)
Iter #: 4140 loss (4525817.5853361581, 0.55708811062723895)
Iter #: 4150 loss (4525168.7481696298, 0.55723841377060535)
Iter #: 4160 loss (4524522.1444144789, 0.55738806905415017)
Iter #: 4170 loss (4523877.7636208357, 0.55753707970805999)
Iter #: 4180 loss (4523235.5953945126, 0.55768544894553107)
Iter #: 4190 loss (4522595.6293964284, 0.55783317996282233)
Iter #: 4200 loss (4521957.8553423062, 0.55798027593893729)
Iter #: 4210 loss (4521322.2630021023, 0.55812674003609641)
Iter #: 4220 loss (4520688.8421997307, 0.5582725753999993)
Iter #: 4230 loss (4520057.5828126166, 0.55841778515886009)
Iter #: 4240 loss (4519428.4747713841, 0.55856237242508677)
Iter #: 4250 loss (4518801.5080594337, 0.55870634029388633)
Iter #: 4260 loss (4518176.6727126706, 0.5588496918440633)
Iter #: 4270 loss (4517553.9588191491, 0.55899243013807831)
Iter #: 4280 loss (4516933.3565187911, 0.55913455822197966)
Iter #: 4290 loss (4516314.8560030814, 0.55927607912554134)
Iter #: 4300 loss (4515698.4475147901, 0.55941699586218663)
Iter #: 4310 loss (4515084.1213477002, 0.55955731142916709)
Iter #: 4320 loss (4514471.8678463344, 0.55969702880818217)
Iter #: 4330 loss (4513861.6774057494, 0.55983615096380901)
Iter #: 4340 loss (4513253.5404712446, 0.55997468084596502)
Iter #: 4350 loss (4512647.4475381598, 0.56011262138803686)
Iter #: 4360 loss (4512043.38915167, 0.56024997550743771)
