Parsing sentences from training set
Initial loss (7809426.9624207867, 4.7257675880596056e-13) theoretical step size 5.60717030489e-09
Iter #: 380 loss (4970820.303103013, 1714.5210325013343)
Iter #: 390 loss (5644476.2760258541, 1727.1566687730078)
Iter #: 400 loss (5712267.2686003586, 1735.3314303681495)
Iter #: 410 loss (5862662.3866990153, 1734.3820156279626)
Iter #: 420 loss (5259863.7414647136, 1736.1462827373457)
Iter #: 430 loss (4844932.6989064375, 1760.5460504947437)
Iter #: 440 loss (5618287.1951270485, 1776.1495377682265)
Iter #: 450 loss (5188796.2585557755, 1791.0154545971677)
Iter #: 460 loss (5019603.2001769636, 1798.1852307899935)
Iter #: 470 loss (5008972.7323245145, 1820.4131829440594)
Iter #: 480 loss (5188101.8999305749, 1833.154651762165)
Iter #: 490 loss (5257719.0525457179, 1854.051689761194)
Iter #: 500 loss (5119004.5897741355, 1868.8737266766436)
Iter #: 510 loss (5429692.1530204229, 1883.1351796642618)
Iter #: 520 loss (4761011.8116127662, 1896.4386379611251)
Iter #: 530 loss (4979340.7883889684, 1911.4363150252204)
Iter #: 540 loss (5401244.0458499575, 1928.7441286200306)
Iter #: 550 loss (4992351.6522313161, 1937.396817131739)
Iter #: 560 loss (4773481.8298048638, 1952.2585644128419)
Iter #: 570 loss (5411264.8635313474, 1967.5233345349054)
Iter #: 580 loss (5143598.9526542909, 1976.6241143703492)
Iter #: 590 loss (6038673.2085288027, 1951.1586892773203)
Iter #: 600 loss (5211148.7927613864, 1934.3323938937497)
Iter #: 610 loss (4981075.0122985095, 1953.8565201207948)
Iter #: 620 loss (5388536.9562485181, 1965.4458752847845)
Iter #: 630 loss (5898662.1731709959, 1975.815419441097)
Iter #: 640 loss (5054780.1681498969, 1983.1717862746732)
Iter #: 650 loss (4847147.0918198386, 2002.7786393552276)
Iter #: 660 loss (4908641.1876143645, 2027.8894653625084)
Iter #: 670 loss (5065612.3776482269, 2033.5303526178375)
Iter #: 680 loss (5025968.3331050929, 2027.0176332124809)
Iter #: 690 loss (5652417.5190555798, 2039.0992496521972)
Iter #: 700 loss (5030023.5613162126, 2055.772412601531)
Iter #: 710 loss (5637704.9396865005, 2066.0232135653191)
Iter #: 720 loss (5533492.5186323486, 2082.4408252809876)
Iter #: 730 loss (5293521.4243599577, 2091.2170479834354)
Iter #: 740 loss (4961078.1318339789, 2108.4784669934866)
Iter #: 750 loss (4917234.2175540235, 2117.821174549063)
Iter #: 760 loss (5240432.8297776291, 2120.0635562792613)
Iter #: 770 loss (4928700.496311021, 2136.7973368509233)
Iter #: 780 loss (4873027.1838809466, 2136.4494463418273)
Iter #: 790 loss (5419342.4958606036, 2143.0766792096106)
Iter #: 800 loss (6530145.9869284024, 2127.1110969708229)
Iter #: 810 loss (5837987.2624285445, 2123.1325724001413)
Iter #: 820 loss (5299062.8552065296, 2143.7961891241189)
Iter #: 830 loss (5629535.3812183505, 2149.2785105172479)
Iter #: 840 loss (5431547.0702836448, 2157.3179860649871)
Iter #: 850 loss (4813680.9421812929, 2172.8155901096552)
Iter #: 860 loss (5154124.1441806229, 2184.026136810166)
Iter #: 870 loss (5611897.5714339009, 2186.6316078457157)
Iter #: 880 loss (5548452.0238455599, 2194.843956998332)
Iter #: 890 loss (5511241.7126989774, 2172.0583257854214)
Iter #: 900 loss (5216318.4311198164, 2179.0009657688138)
Iter #: 910 loss (5510144.6217026347, 2181.5478822827463)
Iter #: 920 loss (6108575.4960974706, 2186.6277334782008)
Iter #: 930 loss (5477298.7754108049, 2201.8209683674872)
Iter #: 940 loss (5230037.2829204276, 2204.5705844421373)
Iter #: 950 loss (5421292.5465801088, 2216.9094721636361)
Iter #: 960 loss (6216591.7375257621, 2199.7965119137125)
Iter #: 970 loss (4774839.1077563697, 2217.289609468959)
Iter #: 980 loss (5587768.8903364772, 2224.665125192832)
Iter #: 990 loss (6289993.309875262, 2209.1029387769845)
Iter #: 1000 loss (4807607.0767631382, 2190.6378685141708)
Iter #: 1010 loss (4996715.5372398533, 2209.8836814321803)
Iter #: 1020 loss (4777147.7926595472, 2217.5386630345706)
Iter #: 1030 loss (5348495.320424499, 2222.6460289510537)
Iter #: 1040 loss (5064158.5488951933, 2208.0035272550645)
Iter #: 1050 loss (4673815.2596078534, 2231.2628160396252)
Iter #: 1060 loss (5203643.5434364658, 2236.3307826415771)
Iter #: 1070 loss (5091915.2184975026, 2241.1789568126828)
Iter #: 1080 loss (5204545.841679723, 2257.3912183287052)
Iter #: 1090 loss (5000015.4562786464, 2271.9330311444055)
Iter #: 1100 loss (5591931.7112480653, 2251.0294506059158)
Iter #: 1110 loss (5488640.1654342683, 2263.7492676101551)
Iter #: 1120 loss (5444862.0532205692, 2266.7249025461042)
Iter #: 1130 loss (4780509.8515888378, 2281.2902371067912)
Iter #: 1140 loss (5690757.569804226, 2278.8552125285833)
Iter #: 1150 loss (5609912.8080221014, 2281.1640123441766)
Iter #: 1160 loss (6045400.2379381508, 2254.1511679888949)
Iter #: 1170 loss (5504499.6419775868, 2273.6474173156707)
Iter #: 1180 loss (5232471.1785719572, 2284.4501262784484)
Iter #: 1190 loss (4823741.5541058006, 2303.5250890013372)
Iter #: 1200 loss (5415290.4760578694, 2310.2250878838108)
Iter #: 1210 loss (4979836.260656666, 2312.4776152277177)
Iter #: 1220 loss (5017273.8862269595, 2322.2502843059033)
Iter #: 1230 loss (5386237.300631322, 2313.6169371116948)
Iter #: 1240 loss (5559078.0754047455, 2305.1855256799354)
Iter #: 1250 loss (4643840.8429603791, 2276.4153858313894)
Iter #: 1260 loss (5512350.6148669003, 2291.1309607850685)
Iter #: 1270 loss (6610522.2057647612, 2276.3562829917137)
Iter #: 1280 loss (4928647.5348810293, 2289.0137520243061)
Iter #: 1290 loss (5396323.5595207559, 2304.6842850740272)
Iter #: 1300 loss (5114714.0475442149, 2311.2871256505014)
Iter #: 1310 loss (5024075.3176792096, 2304.1535549094733)
Iter #: 1320 loss (4854998.3105632663, 2326.3982878856559)
Iter #: 1330 loss (5209848.1296530673, 2333.5357282468826)
Iter #: 1340 loss (5795351.9918488711, 2315.9109746222448)
Iter #: 1350 loss (4992873.2616298543, 2327.8733580742787)
Iter #: 1360 loss (5637928.0958926715, 2321.88282674112)
Iter #: 1370 loss (5501437.3174803918, 2327.702770057308)
Iter #: 1380 loss (4879098.6341422908, 2348.1185147388774)
Iter #: 1390 loss (5892997.5974106947, 2350.9234556573156)
Iter #: 1400 loss (6721526.954722207, 2333.2128293074152)
Iter #: 1410 loss (5185557.5760319186, 2317.7767949610998)
Iter #: 1420 loss (5914674.7700249664, 2318.4660504303693)
Iter #: 1430 loss (5436147.5840648003, 2333.5969373062017)
Iter #: 1440 loss (5001752.6764651071, 2348.1092636263638)
Iter #: 1450 loss (5065998.3739675432, 2350.1850297461556)
Iter #: 1460 loss (4623072.2756856661, 2368.1763468168124)
Iter #: 1470 loss (5529295.2670236407, 2378.1934927034799)
Iter #: 1480 loss (5327109.2197305877, 2367.3975576565422)
Iter #: 1490 loss (4894146.6736336732, 2350.6223332361874)
Iter #: 1500 loss (4989784.7869876102, 2357.8262233315322)
Iter #: 1510 loss (5095528.2296057697, 2368.386665911446)
Iter #: 1520 loss (4540064.1951315841, 2378.8971598178609)
Iter #: 1530 loss (4648883.5329680983, 2397.5812043005321)
Iter #: 1540 loss (4729084.8656103909, 2400.4074188847171)
Iter #: 1550 loss (5473006.3915557768, 2378.3464580537629)
Iter #: 1560 loss (4994027.9955286421, 2367.7021597439207)
Iter #: 1570 loss (5031768.5004371451, 2386.863037066365)
Iter #: 1580 loss (4531178.0804970926, 2390.5811252322037)
Iter #: 1590 loss (5515288.7050268995, 2402.514557876952)
Iter #: 1600 loss (4829502.4401227999, 2404.6297416909251)
Iter #: 1610 loss (5606032.0987493508, 2407.7180546904224)
Iter #: 1620 loss (4734955.9642427601, 2423.4199603021561)
Iter #: 1630 loss (4955535.137573719, 2421.2215858310046)
Iter #: 1640 loss (4902586.0757470643, 2424.6328769844517)
Iter #: 1650 loss (4830152.8718906241, 2435.3011008735029)
Iter #: 1660 loss (5279480.9917619089, 2444.7941586013617)
Iter #: 1670 loss (4713316.3559449837, 2451.9626546607833)
Iter #: 1680 loss (5156797.7191598741, 2460.4580997553808)
Iter #: 1690 loss (6213699.863561823, 2441.303561770987)
Iter #: 1700 loss (6902236.2190159997, 2350.2546669545191)
Iter #: 1710 loss (4955375.9360035919, 2368.9201190120343)
Iter #: 1720 loss (4868063.4113125773, 2387.7570282184029)
Iter #: 1730 loss (4832162.7775408803, 2399.3825456272189)
Iter #: 1740 loss (5515185.4529755199, 2410.5857695978716)
Iter #: 1750 loss (6713261.4957555588, 2377.114210493954)
Iter #: 1760 loss (4938942.5555238938, 2377.7734577699562)
Iter #: 1770 loss (5282122.4215370389, 2397.8314168580355)
Iter #: 1780 loss (4936788.2096180413, 2411.6293427372084)
Iter #: 1790 loss (5362891.7454398694, 2420.6482632298639)
Iter #: 1800 loss (5798888.2119214255, 2430.0465490265951)
Iter #: 1810 loss (5861201.8891651882, 2407.8113202020349)
Iter #: 1820 loss (4761072.7167343637, 2432.5779402772027)
Iter #: 1830 loss (4863194.7214073325, 2439.0206285629624)
Iter #: 1840 loss (6188425.9991289098, 2444.3970280385902)
Iter #: 1850 loss (4751637.3852410438, 2430.8732208871761)
Iter #: 1860 loss (4921990.509104168, 2433.6657269129964)
Iter #: 1870 loss (5213554.4713777313, 2450.4938390028919)
Iter #: 1880 loss (5706709.3909250516, 2433.919731357802)
Iter #: 1890 loss (4920910.2790404875, 2442.5922267797691)
Iter #: 1900 loss (4878907.0036440957, 2458.3934456369343)
Iter #: 1910 loss (5876694.8179242443, 2461.5328042106398)
Iter #: 1920 loss (5628225.6900287447, 2449.8255865986994)
Iter #: 1930 loss (5181614.6566233477, 2453.3251426969086)
Iter #: 1940 loss (5266931.5630405424, 2462.7608197080967)
Iter #: 1950 loss (6231675.6786194472, 2449.3339941756435)
Iter #: 1960 loss (7525740.1990777524, 2374.5891112187928)
Iter #: 1970 loss (4841964.456630215, 2347.254455035405)
Iter #: 1980 loss (4619183.1254560649, 2372.6151135850005)
Iter #: 1990 loss (4589661.946947095, 2390.8762787866167)
Iter #: 2000 loss (4644255.8099118015, 2402.3977640380867)
Iter #: 2010 loss (5495016.3504607147, 2410.7202973907315)
Iter #: 2020 loss (5806683.3156870734, 2397.1816620077707)
Iter #: 2030 loss (5001054.3913906291, 2390.3760539615487)
Iter #: 2040 loss (5284530.4362055976, 2402.1564922182247)
Iter #: 2050 loss (5938944.5110117793, 2405.5440162058258)
Iter #: 2060 loss (5194697.0980923194, 2424.7413865750791)
Iter #: 2070 loss (5209929.2570688445, 2438.4079153602925)
Iter #: 2080 loss (4955867.1021691943, 2444.8152502118051)
Iter #: 2090 loss (5698100.8328647427, 2446.2234073044337)
Iter #: 2100 loss (5101708.4728990281, 2456.4993944397593)
Iter #: 2110 loss (5033503.4383399235, 2470.7656276299836)
Iter #: 2120 loss (7660670.3278569281, 2468.1616698529492)
Iter #: 2130 loss (4840920.5744524496, 2425.8659793386487)
Iter #: 2140 loss (4800255.1506435545, 2448.8593826961069)
Iter #: 2150 loss (5885910.0245022113, 2452.834734840987)
Iter #: 2160 loss (4764486.5821645949, 2443.4367994172985)
Iter #: 2170 loss (4755758.2118768627, 2463.4042508122857)
Iter #: 2180 loss (4851499.3153804308, 2467.9143146686247)
Iter #: 2190 loss (5226070.6060120314, 2481.6700564802495)
Iter #: 2200 loss (6302287.0723342365, 2478.1120090573736)
Iter #: 2210 loss (4604838.9549824242, 2462.2515707009866)
Iter #: 2220 loss (4891465.263372832, 2473.2339707478864)
