Parsing sentences from training set
Initial loss (7809426.9624207867, 4.7257675880596056e-13) theoretical step size 5.60717030489e-09
Iter #: 730 loss (6970859.7906601224, 0.01858824658534524)
Iter #: 740 loss (6956829.7772161216, 0.018880246155941884)
Iter #: 750 loss (6943004.6915182602, 0.019163951123945738)
Iter #: 760 loss (6929377.9613398612, 0.019439704534942093)
Iter #: 770 loss (6915943.654311141, 0.019707876700759623)
Iter #: 780 loss (6902696.4499594616, 0.019968857974442398)
Iter #: 790 loss (6889631.6010375349, 0.020223051874667261)
Iter #: 800 loss (6876744.886615417, 0.020470868605938629)
Iter #: 810 loss (6864032.5591771714, 0.020712719019942632)
Iter #: 820 loss (6851491.2877499517, 0.020949009061707272)
Iter #: 830 loss (6839118.0988975903, 0.021180134741289235)
Iter #: 840 loss (6826910.3172261789, 0.02140647766839477)
Iter #: 850 loss (6814865.5068704411, 0.021628401181431348)
Iter #: 860 loss (6802981.4152520569, 0.021846247096068371)
Iter #: 870 loss (6791255.9202207718, 0.022060333089052794)
Iter #: 880 loss (6779686.9815031569, 0.022270950723827947)
Iter #: 890 loss (6768272.5971933939, 0.022478364112113177)
Iter #: 900 loss (6757010.7658257205, 0.022682809194785658)
Iter #: 910 loss (6745899.4543719785, 0.022884493612103839)
Iter #: 920 loss (6734936.5723156724, 0.023083597122160803)
Iter #: 930 loss (6724119.9517702376, 0.023280272515473249)
Iter #: 940 loss (6713447.3334399033, 0.023474646963836911)
Iter #: 950 loss (6702916.3580723135, 0.023666823734931432)
Iter #: 960 loss (6692524.5629270989, 0.023856884198843333)
Iter #: 970 loss (6682269.3826883109, 0.024044890050484293)
Iter #: 980 loss (6672148.154182205, 0.02423088567237831)
Iter #: 990 loss (6662158.1242259247, 0.024414900565262014)
Iter #: 1000 loss (6652296.4599260986, 0.024596951778974713)
Iter #: 1010 loss (6642560.260766481, 0.024777046283683195)
Iter #: 1020 loss (6632946.5718653835, 0.024955183229815252)
Iter #: 1030 loss (6623452.3978432324, 0.025131356054635678)
Iter #: 1040 loss (6614074.7168128295, 0.025305554403507818)
Iter #: 1050 loss (6604810.4940828625, 0.025477765843628566)
Iter #: 1060 loss (6595656.6952466471, 0.025647977357130008)
Iter #: 1070 loss (6586610.2984064501, 0.025816176609230416)
Iter #: 1080 loss (6577668.3053581193, 0.025982352994356361)
Iter #: 1090 loss (6568827.7516253106, 0.026146498468958976)
Iter #: 1100 loss (6560085.7152909189, 0.026308608184787727)
Iter #: 1110 loss (6551439.3246188015, 0.026468680939867054)
Iter #: 1120 loss (6542885.7644970268, 0.026626719466372635)
Iter #: 1130 loss (6534422.2817611275, 0.026782730576043447)
Iter #: 1140 loss (6526046.1894757794, 0.026936725184017404)
Iter #: 1150 loss (6517754.8702657158, 0.027088718231281842)
Iter #: 1160 loss (6509545.7787929755, 0.027238728525134991)
Iter #: 1170 loss (6501416.4434796534, 0.027386778515324381)
Iter #: 1180 loss (6493364.4675735384, 0.02753289402217363)
Iter #: 1190 loss (6485387.5296494188, 0.027677103930502055)
Iter #: 1200 loss (6477483.3836329961, 0.027819439862167696)
Iter #: 1210 loss (6469649.8584273038, 0.027959935837144761)
Iter #: 1220 loss (6461884.8572134497, 0.028098627932049942)
Iter #: 1230 loss (6454186.3564904816, 0.028235553943117091)
Iter #: 1240 loss (6446552.4049109416, 0.028370753059258565)
Iter #: 1250 loss (6438981.1219621263, 0.02850426554878108)
Iter #: 1260 loss (6431470.6965357559, 0.02863613246410443)
Iter #: 1270 loss (6424019.3854234181, 0.028766395365146823)
Iter #: 1280 loss (6416625.5117687937, 0.028895096063974716)
Iter #: 1290 loss (6409287.4635032108, 0.029022276390540822)
Iter #: 1300 loss (6402003.6917866739, 0.029147977979982656)
Iter #: 1310 loss (6394772.7094717948, 0.02927224208137898)
Iter #: 1320 loss (6387593.089605731, 0.029395109386897982)
Iter #: 1330 loss (6380463.4639809048, 0.029516619880980286)
Iter #: 1340 loss (6373382.5217432315, 0.029636812708277574)
Iter #: 1350 loss (6366349.008064148, 0.029755726059413588)
Iter #: 1360 loss (6359361.7228799378, 0.029873397073247168)
Iter #: 1370 loss (6352419.5197007321, 0.029989861754651785)
Iter #: 1380 loss (6345521.304489159, 0.030105154906435151)
Iter #: 1390 loss (6338666.0346075753, 0.030219310074311612)
Iter #: 1400 loss (6331852.7178310305, 0.030332359503928739)
Iter #: 1410 loss (6325080.4114224603, 0.030444334108663609)
Iter #: 1420 loss (6318348.2212646948, 0.030555263447248224)
Iter #: 1430 loss (6311655.3010441503, 0.030665175710473575)
Iter #: 1440 loss (6305000.8514788123, 0.030774097715691309)
Iter #: 1450 loss (6298384.1195836719, 0.030882054908680071)
Iter #: 1460 loss (6291804.397965461, 0.030989071371809056)
Iter #: 1470 loss (6285261.0241382858, 0.031095169838177707)
Iter #: 1480 loss (6278753.3798514176, 0.031200371710447945)
Iter #: 1490 loss (6272280.890420041, 0.031304697084546529)
Iter #: 1500 loss (6265843.0240499321, 0.031408164777178664)
Iter #: 1510 loss (6259439.2911465922, 0.031510792356727109)
Iter #: 1520 loss (6253069.2435998758, 0.031612596177473674)
Iter #: 1530 loss (6246732.4740348887, 0.031713591416011606)
Iter #: 1540 loss (6240428.6150206141, 0.031813792110370387)
Iter #: 1550 loss (6234157.3382277759, 0.031913211200648328)
Iter #: 1560 loss (6227918.3535285527, 0.032011860571683252)
Iter #: 1570 loss (6221711.4080305258, 0.032109751096731177)
Iter #: 1580 loss (6215536.2850389667, 0.03220689268237123)
Iter #: 1590 loss (6209392.8029418197, 0.03230329431426622)
Iter #: 1600 loss (6203280.8140127575, 0.032398964103672052)
Iter #: 1610 loss (6197200.2031292953, 0.032493909334193209)
Iter #: 1620 loss (6191150.8864032598, 0.03258813650906054)
Iter #: 1630 loss (6185132.8097229423, 0.032681651398377691)
Iter #: 1640 loss (6179145.9472070662, 0.032774459086348913)
Iter #: 1650 loss (6173190.2995723216, 0.032866564018429058)
Iter #: 1660 loss (6167265.8924173471, 0.032957970047924112)
Iter #: 1670 loss (6161372.7744276775, 0.033048680482533774)
Iter #: 1680 loss (6155511.0155074103, 0.033138698129706594)
Iter #: 1690 loss (6149680.7048445316, 0.033228025342052957)
Iter #: 1700 loss (6143881.948918377, 0.033316664061147423)
Iter #: 1710 loss (6138114.8694588952, 0.033404615861123289)
Iter #: 1720 loss (6132379.6013679709, 0.03349188199058576)
Iter #: 1730 loss (6126676.2906148005, 0.0335784634138502)
Iter #: 1740 loss (6121005.0921173934, 0.033664360850598027)
Iter #: 1750 loss (6115366.1676234892, 0.033749574814258644)
Iter #: 1760 loss (6109759.683604056, 0.033834105649213464)
Iter #: 1770 loss (6104185.8091736203, 0.033917953565747283)
Iter #: 1780 loss (6098644.7140507149, 0.034001118674153036)
Iter #: 1790 loss (6093136.5665727435, 0.034083601016666992)
Iter #: 1800 loss (6087661.5317781931, 0.034165400597631318)
Iter #: 1810 loss (6082219.7695694016, 0.034246517411873942)
Iter #: 1820 loss (6076811.4329677476, 0.034326951471312282)
Iter #: 1830 loss (6071436.6664729537, 0.034406702829343584)
Iter #: 1840 loss (6066095.6045361944, 0.034485771603482138)
Iter #: 1850 loss (6060788.3701564781, 0.034564157995874228)
Iter #: 1860 loss (6055515.0736078164, 0.034641862311901236)
Iter #: 1870 loss (6050275.8113036323, 0.034718884976697242)
Iter #: 1880 loss (6045070.6648029899, 0.034795226549827862)
Iter #: 1890 loss (6039899.6999623682, 0.034870887737887095)
Iter #: 1900 loss (6034762.9662345769, 0.034945869405221534)
Iter #: 1910 loss (6029660.4961150605, 0.035020172583049729)
Iter #: 1920 loss (6024592.3047346883, 0.035093798476592143)
Iter #: 1930 loss (6019558.3895961698, 0.035166748470340382)
Iter #: 1940 loss (6014558.7304504877, 0.035239024132314445)
Iter #: 1950 loss (6009593.2893080134, 0.035310627216298768)
Iter #: 1960 loss (6004662.0105781285, 0.035381559662830006)
Iter #: 1970 loss (5999764.8213302623, 0.035451823598958231)
Iter #: 1980 loss (5994901.6316680191, 0.035521421336916117)
Iter #: 1990 loss (5990072.3352080323, 0.035590355371527042)
Iter #: 2000 loss (5985276.8096535997, 0.035658628376687915)
Iter #: 2010 loss (5980514.9174540462, 0.035726243201306455)
Iter #: 2020 loss (5975786.5065392014, 0.035793202864001471)
Iter #: 2030 loss (5971091.4111190382, 0.035859510547791781)
Iter #: 2040 loss (5966429.4525382658, 0.035925169593735713)
Iter #: 2050 loss (5961800.4401755556, 0.035990183494558188)
Iter #: 2060 loss (5957204.1723777335, 0.036054555887678912)
Iter #: 2070 loss (5952640.4374189302, 0.03611829054826602)
Iter #: 2080 loss (5948109.0144756529, 0.036181391381810049)
Iter #: 2090 loss (5943609.6746088071, 0.036243862416899614)
Iter #: 2100 loss (5939142.1817443063, 0.036305707797887339)
Iter #: 2110 loss (5934706.2936444059, 0.036366931777580019)
Iter #: 2120 loss (5930301.7628625352, 0.036427538710047808)
Iter #: 2130 loss (5925928.3376750788, 0.036487533043431004)
Iter #: 2140 loss (5921585.7629837217, 0.036546919313108966)
Iter #: 2150 loss (5917273.7811833527, 0.036605702135016578)
Iter #: 2160 loss (5912992.1329905614, 0.036663886199138088)
Iter #: 2170 loss (5908740.5582283689, 0.036721476263117982)
Iter #: 2180 loss (5904518.7965640035, 0.036778477146351331)
Iter #: 2190 loss (5900326.588196476, 0.036834893724298878)
Iter #: 2200 loss (5896163.6744916039, 0.036890730922835312)
Iter #: 2210 loss (5892029.798562875, 0.036945993713204492)
Iter #: 2220 loss (5887924.705796509, 0.03700068710694434)
Iter #: 2230 loss (5883848.1443202067, 0.037054816151144691)
Iter #: 2240 loss (5879799.8654151857, 0.037108385924119164)
Iter #: 2250 loss (5875779.6238716496, 0.037161401531182248)
Iter #: 2260 loss (5871787.1782882363, 0.037213868100551085)
Iter #: 2270 loss (5867822.2913165903, 0.037265790779700728)
Iter #: 2280 loss (5863884.7298521334, 0.037317174731783129)
Iter #: 2290 loss (5859974.2651730347, 0.037368025132335926)
Iter #: 2300 loss (5856090.6730292449, 0.037418347166124001)
Iter #: 2310 loss (5852233.7336837361, 0.037468146024003925)
Iter #: 2320 loss (5848403.2319089677, 0.037517426900324488)
Iter #: 2330 loss (5844598.956940758, 0.037566194990228514)
Iter #: 2340 loss (5840820.7023931397, 0.037614455487059856)
Iter #: 2350 loss (5837068.2661368567, 0.037662213579975588)
Iter #: 2360 loss (5833341.4501450891, 0.037709474451888179)
Iter #: 2370 loss (5829640.0603097575, 0.03775624327704679)
Iter #: 2380 loss (5825963.9062317908, 0.037802525219314598)
Iter #: 2390 loss (5822312.800988907, 0.037848325429983558)
Iter #: 2400 loss (5818686.56088454, 0.03789364904604027)
Iter #: 2410 loss (5815085.0051813507, 0.037938501188577216)
Iter #: 2420 loss (5811507.9558227723, 0.037982886960872632)
Iter #: 2430 loss (5807955.2371461075, 0.038026811446994713)
Iter #: 2440 loss (5804426.6755904853, 0.038070279710246673)
Iter #: 2450 loss (5800922.0994027248, 0.038113296791787848)
Iter #: 2460 loss (5797441.3383443551, 0.038155867709145558)
Iter #: 2470 loss (5793984.2234025281, 0.038197997455065108)
Iter #: 2480 loss (5790550.5865076566, 0.038239690996187785)
Iter #: 2490 loss (5787140.2602600269, 0.038280953271842597)
Iter #: 2500 loss (5783753.0776680205, 0.038321789193167741)
Iter #: 2510 loss (5780388.8718995731, 0.038362203641653353)
Iter #: 2520 loss (5777047.4760489454, 0.038402201468475623)
Iter #: 2530 loss (5773728.722920361, 0.038441787493554036)
Iter #: 2540 loss (5770432.4448294882, 0.038480966504247371)
Iter #: 2550 loss (5767158.4734243546, 0.038519743255074269)
Iter #: 2560 loss (5763906.6395258782, 0.038558122466563434)
Iter #: 2570 loss (5760676.7729891222, 0.038596108824691451)
Iter #: 2580 loss (5757468.7025852269, 0.038633706979952193)
Iter #: 2590 loss (5754282.2559042377, 0.038670921546945319)
Iter #: 2600 loss (5751117.2592787994, 0.038707757103905845)
Iter #: 2610 loss (5747973.537728278, 0.038744218191618267)
Iter #: 2620 loss (5744850.9149227841, 0.038780309313542101)
Iter #: 2630 loss (5741749.2131666774, 0.038816034934990487)
Iter #: 2640 loss (5738668.2534004552, 0.038851399482831749)
Iter #: 2650 loss (5735607.8552202042, 0.038886407345121984)
Iter #: 2660 loss (5732567.8369137198, 0.038921062870618729)
Iter #: 2670 loss (5729548.0155117903, 0.038955370368759346)
Iter #: 2680 loss (5726548.2068538675, 0.038989334109255577)
Iter #: 2690 loss (5723568.2256664895, 0.039022958321769566)
Iter #: 2700 loss (5720607.8856534027, 0.039056247196072889)
Iter #: 2710 loss (5717666.9995959532, 0.039089204881467617)
Iter #: 2720 loss (5714745.3794623772, 0.039121835486984682)
Iter #: 2730 loss (5711842.8365248032, 0.039154143081223648)
Iter #: 2740 loss (5708959.1814825842, 0.039186131692220884)
Iter #: 2750 loss (5706094.2245906293, 0.039217805307390753)
Iter #: 2760 loss (5703247.7757917726, 0.039249167873798896)
Iter #: 2770 loss (5700419.6448517004, 0.039280223297766828)
Iter #: 2780 loss (5697609.6414955379, 0.039310975445160594)
Iter #: 2790 loss (5694817.5755450269, 0.039341428141532617)
Iter #: 2800 loss (5692043.25705529, 0.039371585171910181)
Iter #: 2810 loss (5689286.4964503115, 0.039401450281171958)
Iter #: 2820 loss (5686547.1046564002, 0.03943102717384997)
Iter #: 2830 loss (5683824.8932326548, 0.039460319514624927)
Iter #: 2840 loss (5681119.6744982693, 0.039489330928228081)
Iter #: 2850 loss (5678431.2616553633, 0.039518064999546951)
Iter #: 2860 loss (5675759.4689076887, 0.03954652527406978)
Iter #: 2870 loss (5673104.1115740724, 0.039574715257556438)
Iter #: 2880 loss (5670465.006196619, 0.039602638416766457)
Iter #: 2890 loss (5667841.9706433099, 0.039630298179237973)
Iter #: 2900 loss (5665234.824204741, 0.039657697933774841)
Iter #: 2910 loss (5662643.3876848128, 0.039684841030345773)
Iter #: 2920 loss (5660067.4834853821, 0.039711730780471799)
Iter #: 2930 loss (5657506.9356846111, 0.039738370457547877)
Iter #: 2940 loss (5654961.5701092351, 0.039764763296601925)
Iter #: 2950 loss (5652431.2144005727, 0.039790912495056036)
Iter #: 2960 loss (5649915.6980745746, 0.039816821212691207)
Iter #: 2970 loss (5647414.852575697, 0.039842492571764511)
Iter #: 2980 loss (5644928.5113250706, 0.039867929657338132)
Iter #: 2990 loss (5642456.5097628841, 0.039893135517568054)
Iter #: 3000 loss (5639998.6853852142, 0.039918113163927169)
Iter #: 3010 loss (5637554.8777756225, 0.039942865571189257)
Iter #: 3020 loss (5635124.9286315404, 0.039967395678103375)
Iter #: 3030 loss (5632708.6817857316, 0.039991706387205318)
Iter #: 3040 loss (5630305.9832232678, 0.040015800565378193)
Iter #: 3050 loss (5627916.6810938241, 0.040039681043686118)
Iter #: 3060 loss (5625540.6257199356, 0.040063350618231214)
Iter #: 3070 loss (5623177.6696013995, 0.040086812049873466)
Iter #: 3080 loss (5620827.6674156776, 0.04011006806455928)
Iter #: 3090 loss (5618490.4760151505, 0.040133121353887274)
Iter #: 3100 loss (5616165.9544210304, 0.040155974574960118)
Iter #: 3110 loss (5613853.9638142502, 0.040178630350887402)
Iter #: 3120 loss (5611554.3675236441, 0.040201091271103377)
Iter #: 3130 loss (5609267.031011587, 0.040223359891336276)
Iter #: 3140 loss (5606991.8218573825, 0.040245438734233495)
Iter #: 3150 loss (5604728.609738349, 0.040267330289145101)
Iter #: 3160 loss (5602477.2664092574, 0.040289037013016553)
Iter #: 3170 loss (5600237.6656797891, 0.040310561330381689)
Iter #: 3180 loss (5598009.6833906835, 0.040331905633211651)
Iter #: 3190 loss (5595793.1973883351, 0.040353072281994036)
Iter #: 3200 loss (5593588.0874983007, 0.040374063605393411)
Iter #: 3210 loss (5591394.2354976637, 0.040394881900939539)
Iter #: 3220 loss (5589211.5250866124, 0.040415529434952371)
Iter #: 3230 loss (5587039.8418591199, 0.040436008443106908)
Iter #: 3240 loss (5584879.0732730702, 0.040456321130739062)
Iter #: 3250 loss (5582729.1086198222, 0.0404764696729671)
Iter #: 3260 loss (5580589.8389932979, 0.040496456215004771)
Iter #: 3270 loss (5578461.1572589492, 0.040516282872680734)
Iter #: 3280 loss (5576342.9580222629, 0.040535951732696675)
Iter #: 3290 loss (5574235.137597274, 0.040555464852667839)
Iter #: 3300 loss (5572137.5939750429, 0.040574824261618805)
Iter #: 3310 loss (5570050.2267920785, 0.040594031960321811)
Iter #: 3320 loss (5567972.9372988576, 0.040613089921747836)
Iter #: 3330 loss (5565905.6283285394, 0.040632000091006058)
Iter #: 3340 loss (5563848.2042658599, 0.040650764386052439)
Iter #: 3350 loss (5561800.5710162511, 0.040669384697717255)
Iter #: 3360 loss (5559762.6359752845, 0.040687862890235904)
Iter #: 3370 loss (5557734.3079984561, 0.040706200801422926)
Iter #: 3380 loss (5555715.4973712564, 0.040724400243003223)
Iter #: 3390 loss (5553706.1157798059, 0.040742463001172902)
Iter #: 3400 loss (5551706.0762817562, 0.04076039083655135)
Iter #: 3410 loss (5549715.293277706, 0.040778185484715679)
Iter #: 3420 loss (5547733.6824830854, 0.0407958486566753)
Iter #: 3430 loss (5545761.1609005406, 0.040813382038735913)
Iter #: 3440 loss (5543797.6467927815, 0.040830787293309571)
Iter #: 3450 loss (5541843.0596559346, 0.040848066058888959)
Iter #: 3460 loss (5539897.3201935105, 0.040865219950661474)
Iter #: 3470 loss (5537960.3502907241, 0.04088225056052619)
Iter #: 3480 loss (5536032.0729895476, 0.040899159457674999)
Iter #: 3490 loss (5534112.4124641335, 0.040915948188795619)
Iter #: 3500 loss (5532201.2939968361, 0.040932618278246666)
Iter #: 3510 loss (5530298.6439547883, 0.04094917122860546)
Iter #: 3520 loss (5528404.3897669949, 0.040965608520902877)
Iter #: 3530 loss (5526518.4599018767, 0.040981931614913224)
Iter #: 3540 loss (5524640.7838454964, 0.040998141949456945)
Iter #: 3550 loss (5522771.2920801947, 0.041014240942639661)
Iter #: 3560 loss (5520909.916063712, 0.041030229992308272)
Iter #: 3570 loss (5519056.5882089399, 0.041046110476336072)
Iter #: 3580 loss (5517211.2418640638, 0.041061883752707855)
Iter #: 3590 loss (5515373.8112932593, 0.041077551160040734)
Iter #: 3600 loss (5513544.231657818, 0.041093114017782824)
Iter #: 3610 loss (5511722.4389978182, 0.0411085736265158)
Iter #: 3620 loss (5509908.3702142267, 0.041123931268325101)
Iter #: 3630 loss (5508101.9630514411, 0.041139188206868689)
Iter #: 3640 loss (5506303.1560802814, 0.041154345687905908)
Iter #: 3650 loss (5504511.8886815077, 0.041169404939381177)
Iter #: 3660 loss (5502728.1010295916, 0.041184367171883812)
Iter #: 3670 loss (5500951.7340771332, 0.041199233578624248)
Iter #: 3680 loss (5499182.7295394354, 0.041214005336077886)
Iter #: 3690 loss (5497421.0298797153, 0.041228683604009442)
Iter #: 3700 loss (5495666.5782945389, 0.041243269525763016)
Iter #: 3710 loss (5493919.318699698, 0.041257764228429798)
Iter #: 3720 loss (5492179.1957164807, 0.041272168823490801)
Iter #: 3730 loss (5490446.1546582012, 0.04128648440651856)
Iter #: 3740 loss (5488720.1415172582, 0.041300712057800983)
Iter #: 3750 loss (5487001.1029523285, 0.041314852842492429)
Iter #: 3760 loss (5485288.9862760166, 0.041328907810878224)
Iter #: 3770 loss (5483583.7394428719, 0.04134287799835934)
Iter #: 3780 loss (5481885.3110375032, 0.041356764426181726)
Iter #: 3790 loss (5480193.6502633141, 0.041370568101234399)
Iter #: 3800 loss (5478508.7069311598, 0.041384290016636995)
Iter #: 3810 loss (5476830.4314487306, 0.041397931151100208)
Iter #: 3820 loss (5475158.774809774, 0.041411492470578147)
Iter #: 3830 loss (5473493.688583849, 0.041424974927172571)
Iter #: 3840 loss (5471835.1249063965, 0.041438379460276509)
Iter #: 3850 loss (5470183.0364687582, 0.041451706995900325)
Iter #: 3860 loss (5468537.376508805, 0.04146495844790965)
Iter #: 3870 loss (5466898.0988015244, 0.041478134717059786)
Iter #: 3880 loss (5465265.1576500731, 0.041491236692294292)
Iter #: 3890 loss (5463638.5078768292, 0.041504265250233499)
Iter #: 3900 loss (5462018.1048147781, 0.041517221255573312)
Iter #: 3910 loss (5460403.9042992443, 0.04153010556134025)
Iter #: 3920 loss (5458795.8626594823, 0.041542919009089282)
Iter #: 3930 loss (5457193.9367108755, 0.04155566242886944)
Iter #: 3940 loss (5455598.0837470079, 0.04156833663954284)
Iter #: 3950 loss (5454008.2615320748, 0.041580942449129667)
Iter #: 3960 loss (5452424.4282934805, 0.041593480654799952)
Iter #: 3970 loss (5450846.5427145744, 0.041605952042865088)
Iter #: 3980 loss (5449274.5639275471, 0.041618357389365389)
Iter #: 3990 loss (5447708.4515064936, 0.041630697459897614)
Iter #: 4000 loss (5446148.1654607812, 0.041642973009903196)
Iter #: 4010 loss (5444593.666228272, 0.041655184784961427)
Iter #: 4020 loss (5443044.9146690499, 0.041667333520497278)
Iter #: 4030 loss (5441501.872058969, 0.041679419942590369)
Iter #: 4040 loss (5439964.5000836663, 0.041691444767547998)
Iter #: 4050 loss (5438432.7608324159, 0.041703408702238362)
Iter #: 4060 loss (5436906.6167922849, 0.041715312444520598)
Iter #: 4070 loss (5435386.0308424728, 0.04172715668283334)
Iter #: 4080 loss (5433870.9662485272, 0.04173894209692567)
Iter #: 4090 loss (5432361.3866570145, 0.04175066935757888)
Iter #: 4100 loss (5430857.2560900729, 0.041762339126880134)
Iter #: 4110 loss (5429358.5389401251, 0.041773952058264244)
Iter #: 4120 loss (5427865.1999647897, 0.041785508796963952)
Iter #: 4130 loss (5426377.2042817958, 0.041797009979766334)
Iter #: 4140 loss (5424894.5173640996, 0.041808456235136286)
Iter #: 4150 loss (5423417.1050350368, 0.041819848183700464)
Iter #: 4160 loss (5421944.9334635828, 0.041831186438102901)
Iter #: 4170 loss (5420477.9691597465, 0.04184247160317893)
Iter #: 4180 loss (5419016.1789700584, 0.041853704275978433)
Iter #: 4190 loss (5417559.5300730541, 0.041864885045943573)
Iter #: 4200 loss (5416107.9899750305, 0.041876014495264326)
Iter #: 4210 loss (5414661.5265056947, 0.041887093198617401)
Iter #: 4220 loss (5413220.1078139832, 0.041898121723231894)
Iter #: 4230 loss (5411783.7023640694, 0.041909100629613658)
Iter #: 4240 loss (5410352.2789312331, 0.041920030470941783)
Iter #: 4250 loss (5408925.8065979267, 0.041930911793507795)
Iter #: 4260 loss (5407504.254750004, 0.04194174513681434)
Iter #: 4270 loss (5406087.5930728326, 0.041952531033538284)
Iter #: 4280 loss (5404675.7915475825, 0.041963270009841944)
Iter #: 4290 loss (5403268.8204476712, 0.041973962585365232)
Iter #: 4300 loss (5401866.6503350353, 0.041984609273162554)
Iter #: 4310 loss (5400469.2520567225, 0.041995210580004147)
Iter #: 4320 loss (5399076.5967413438, 0.042005767006421453)
Iter #: 4330 loss (5397688.655795807, 0.042016279046737257)
Iter #: 4340 loss (5396305.4009018634, 0.042026747189254275)
